A 313 200 000 UI POUR CENT, pommade
BISOPROLOL CRISTERS 2,5 mg, comprimé sécable
BISOPROLOL CRISTERS 3,75 mg, comprimé
BISOPROLOL CRISTERS 5 mg, comprimé sécable
BISOPROLOL CRISTERS 7,5 mg, comprimé sécable
BISOPROLOL EG 1,25 mg, comprimé pelliculé
BISOPROLOL EG 10 mg, comprimé pelliculé sécable
BISOPROLOL EG 2,5 mg, comprimé pelliculé sécable
BISOPROLOL EG 3,75 mg, comprimé pelliculé
BISOPROLOL HYDROCHLOROTHIAZIDE CRISTERS 10 mg/6,25 mg, comprimé pelliculé
BISOPROLOL HYDROCHLOROTHIAZIDE CRISTERS 2,5 mg/6,25 mg, comprimé pelliculé
BISOPROLOL HYDROCHLOROTHIAZIDE CRISTERS 5 mg/6,25 mg, comprimé pelliculé
BISOPROLOL KRKA 10 mg, comprimé pelliculé sécable
BISOPROLOL KRKA 2,5 mg, comprimé pelliculé sécable
BISOPROLOL KRKA 5 mg, comprimé pelliculé sécable
BISOPROLOL MYLAN 10 mg, comprimé pelliculé sécable
BISOPROLOL QUALIMED 10 mg, comprimé pelliculé sécable
BISOPROLOL QUIVER 1,25 mg, comprimé
BISOPROLOL QUIVER 10 mg, comprimé sécable
BISOPROLOL QUIVER 2,5 mg, comprimé sécable
BISOPROLOL QUIVER 3,75 mg, comprimé
BISOPROLOL QUIVER 5 mg, comprimé sécable
BISOPROLOL QUIVER 7,5 mg, comprimé sécable
BISOPROLOL RANBAXY 1,25 mg, comprimé
BISOPROLOL RANBAXY 2,5 mg, comprimé sécable
BISOPROLOL RANBAXY 3,75 mg, comprimé
BISOPROLOL RANBAXY 7,5 mg, comprimé sécable
BISOPROLOL RATIOPHARM 1,25 mg, comprimé
BISOPROLOL RATIOPHARM 10 mg, comprimé sécable
BISOPROLOL RATIOPHARM 2,5 mg, comprimé sécable
BISOPROLOL RATIOPHARM 3,75 mg, comprimé
BISOPROLOL RPG 10 mg, comprimé pelliculé
BISOPROLOL RPG 5 mg, comprimé pelliculé
BISOPROLOL SANDOZ 1,25 mg, comprimé pelliculé
BISOPROLOL SANDOZ 10 mg, comprimé pelliculé sécable
BISOPROLOL SANDOZ 2,5 mg, comprimé pelliculé sécable
BISOPROLOL SANDOZ 3,75 mg, comprimé pelliculé sécable
BISOPROLOL SANDOZ 5 mg, comprimé pelliculé sécable
BISOPROLOL SANDOZ 7,5 mg, comprimé pelliculé sécable
BISOPROLOL TEVA 10 mg, comprimé pelliculé
BISOPROLOL TEVA 5 mg, comprimé pelliculé
BISOPROLOL TEVA SANTE 1,25 mg, comprimé
BISOPROLOL TEVA SANTE 10 mg, comprimé sécable
BISOPROLOL TEVA SANTE 2,5 mg, comprimé sécable
BISOPROLOL TEVA SANTE 3,75 mg, comprimé
BISOPROLOL TEVA SANTE 5 mg, comprimé sécable
BISOPROLOL TEVA SANTE 7,5 mg, comprimé sécable
BISOPROLOL ZENTIVA 10 mg, comprimé pelliculé sécable
BISOPROLOL ZENTIVA LAB 10 mg, comprimé sécable
BISOPROLOL ZENTIVA LAB 2,5 mg, comprimé sécable
BISOPROLOL ZENTIVA LAB 5 mg, comprimé sécable
BISOPROLOL ZYDUS 10 mg, comprimé pelliculé sécable
BISOPROLOL ZYDUS FRANCE 1,25 mg, comprimé
BISOPROLOL ZYDUS FRANCE 2,5 mg, comprimé sécable
BISOPROLOL ZYDUS FRANCE 5 mg, comprimé sécable
BISOPROLOL/HYDROCHLOROTHIAZIDE ARROW 10 mg/6,25 mg, comprimé pelliculé
BISOPROLOL/HYDROCHLOROTHIAZIDE ARROW 2,5 mg/6,25 mg, comprimé pelliculé
BISOPROLOL/HYDROCHLOROTHIAZIDE ARROW 5 mg/6,25 mg, comprimé pelliculé
BISOPROLOL/HYDROCHLOROTHIAZIDE BIOGARAN 10 mg/6,25 mg, comprimé pelliculé
BISOPROLOL/HYDROCHLOROTHIAZIDE BIOGARAN 2,5 mg/6,25 mg, comprimé pelliculé
BISOPROLOL/HYDROCHLOROTHIAZIDE BIOGARAN 5 mg/6,25 mg, comprimé pelliculé
BISOPROLOL/HYDROCHLOROTHIAZIDE EG 10 mg/6,25 mg, comprimé pelliculé
BISOPROLOL/HYDROCHLOROTHIAZIDE EG 2,5 mg/6,25 mg, comprimé pelliculé
BISOPROLOL/HYDROCHLOROTHIAZIDE EG 5 mg/6,25 mg, comprimé pelliculé
BISOPROLOL/HYDROCHLOROTHIAZIDE MYLAN 10 mg/6,25 mg, comprimé pelliculé
BISOPROLOL/HYDROCHLOROTHIAZIDE MYLAN 2,5 mg/6,25 mg, comprimé pelliculé
BISOPROLOL/HYDROCHLOROTHIAZIDE MYLAN 5 mg/6,25 mg, comprimé pelliculé
BISOPROLOL/HYDROCHLOROTHIAZIDE MYLAN PHARMA 10 mg/6,25 mg, comprimé pelliculé
BISOPROLOL/HYDROCHLOROTHIAZIDE MYLAN PHARMA 2,5 mg/6,25 mg, comprimé pelliculé
BISOPROLOL/HYDROCHLOROTHIAZIDE MYLAN PHARMA 5 mg/6,25 mg, comprimé pelliculé
BISOPROLOL/HYDROCHLOROTHIAZIDE RATIOPHARM 10 mg/6,25 mg, comprimé pelliculé
BISOPROLOL/HYDROCHLOROTHIAZIDE RATIOPHARM 2,5 mg/6,25 mg, comprimé pelliculé
BISOPROLOL/HYDROCHLOROTHIAZIDE RATIOPHARM 5 mg/6,25 mg, comprimé pelliculé
BISOPROLOL/HYDROCHLOROTHIAZIDE SANDOZ 10 mg/6,25 mg, comprimé pelliculé
BISOPROLOL/HYDROCHLOROTHIAZIDE SANDOZ 2,5 mg/6,25 mg, comprimé pelliculé
BISOPROLOL/HYDROCHLOROTHIAZIDE SANDOZ 5 mg/6,25 mg, comprimé pelliculé
BISOPROLOL/HYDROCHLOROTHIAZIDE TEVA 10 mg/6,25 mg, comprimé pelliculé
BISOPROLOL/HYDROCHLOROTHIAZIDE TEVA 2,5 mg/6,25 mg, comprimé pelliculé
BISOPROLOL/HYDROCHLOROTHIAZIDE TEVA 5 mg/6,25 mg, comprimé pelliculé
BISOPROLOL/HYDROCHLOROTHIAZIDE ZENTIVA 10 mg/6,25 mg, comprimé pelliculé
BISOPROLOL/HYDROCHLOROTHIAZIDE ZENTIVA 2,5 mg/6,25 mg, comprimé pelliculé
BISOPROLOL/HYDROCHLOROTHIAZIDE ZENTIVA 5 mg/6,25 mg, comprimé pelliculé
BLACKOIDS DU DOCTEUR MEUR, pastille à sucer
BLEOMYCINE BELLON 15 mg, poudre pour solution injectable
BLEOMYCINE TEVA 15000 UI, poudre pour solution injectable
BLEU PATENTE V SODIQUE GUERBET 2,5 POUR CENT, solution injectable
BLINCYTO 38,5 microgrammes, poudre pour solution à diluer et solution pour solution pour perfusion
BLISSEL 50 microgrammes/g, gel vaginal
BOCOUTURE 100 unités, poudre pour solution injectable
BOCOUTURE 50 unités, poudre pour solution injectable
BOLDO BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH
BOLDO LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH
BOLDO WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH
BOLDOFLORINE, comprimé pelliculé
BOLDOFLORINE, mélange de plantes pour tisane en sachet-dose
BOLINAN 2 g, comprimé
BONDRONAT 2 mg, solution à diluer pour perfusion
BONDRONAT 6 mg, solution à diluer pour perfusion
BONTEFEL 10 mg, comprimé pelliculé
BONTEFEL 20 mg, comprimé pelliculé
BONTEFEL 40 mg, comprimé pelliculé
BONTEFEL 80 mg, comprimé pelliculé
BONVIVA 150 mg, comprimé pelliculé
BONVIVA 3 mg, solution injectable
BOOSTRIXTETRA, suspension injectable en seringue préremplie. Vaccin diphtérique, tétanique, coquelucheux (acellulaire multicomposé) et poliomyélitique (inactivé), (adsorbé, à teneur réduite en antigènes)
BORAX BOIRON, degré de dilution compris entre 3CH et 30CH ou entre 5DH et 60DH
BORAX LEHNING, degré de dilution compris entre 3CH et 30CH ou entre 5DH et 60DH
BORAX/ACIDE BORIQUE BIOGARAN 12 mg/18 mg/ml, solution pour lavage ophtalmique en récipient unidose
BORAX/ACIDE BORIQUE BIOGARAN CONSEIL 12 mg/18 mg par ml, solution pour lavage ophtalmique en récipient unidose
BORAX/ACIDE BORIQUE ZENTIVA 12 mg/18 mg/ml, solution pour lavage ophtalmique en récipient-unidose
BORIBEL N°9 MINCEUR, mélange de plantes pour tisane en sachet-dose
BORIPHARM N°23, granules
BORIPHARM N°3, granules
BORIPHARM N°31, granules
BORIPHARM N°41, granules
BOROSTYROL, solution pour application locale
BOSULIF 100 mg, comprimé pelliculé
BOSULIF 500 mg, comprimé pelliculé
BOTOX 100 UNITES ALLERGAN, poudre pour solution injectable
BOTOX 200 Unités ALLERGAN, poudre pour solution injectable
BOTOX 50 Unités ALLERGAN, poudre pour solution injectable
BOVISTA GIGANTEA BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH
BOVISTA GIGANTEA LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH
BREAKYL 1200 microgrammes, film orodispersible
BREAKYL 200 microgrammes, film orodispersible
BREAKYL 400 microgrammes, film orodispersible
BREAKYL 600 microgrammes, film orodispersible
BREAKYL 800 microgrammes, film orodispersible
BREVIBLOC 10 mg/ml, solution pour perfusion
BREVIBLOC 100 mg/10 ml, solution injectable en flacon
BREVOXYL 4 POUR CENT, crème
BREXIN 20 mg, comprimé effervescent
BREXIN 20 mg, comprimé sécable
BRIAZIDE 10 mg/12,5 mg, comprimé pelliculé sécable
BRICANYL 0,5 mg/1 ml, solution injectable en ampoule
BRICANYL 5 mg/2 ml, solution pour inhalation par nébuliseur en récipient unidose
BRICANYL L.P. 5 mg, comprimé à libération prolongée
BRICANYL TURBUHALER 500 microgrammes/dose, poudre pour inhalation
BRIDION 100 mg/ml, solution injectable
BRIEM 10 mg, comprimé pelliculé
BRIEM 5 mg, comprimé pelliculé sécable
BRILIQUE 90 mg, comprimé pelliculé
BRIMONIDINE CHAUVIN 2 mg/ml, collyre en solution
BRIMONIDINE EG 0,2 % (2 mg/ml), collyre en solution
BRIMONIDINE MYLAN 0,2 % (2 mg/ml), collyre en solution
BRIMONIDINE RATIOPHARM 0,2 % (2 mg/ml), collyre en solution
BRIMONIDINE SANDOZ 0,2 % (2 mg/ml), collyre en solution
BRIMONIDINE TEVA 2 mg/ml, collyre en solution
BRINTELLIX 10 mg, comprimé pelliculé
BRINTELLIX 15 mg, comprimé pelliculé
BRINTELLIX 20 mg, comprimé pelliculé
BRINTELLIX 5 mg, comprimé pelliculé
BRINZOLAMIDE ARROW 10 mg/mL, collyre en suspension
BRINZOLAMIDE BIOGARAN 10 mg/ml, collyre en suspension
BRINZOLAMIDE CRISTERS 10 mg/ml, collyre en suspension
BRINZOLAMIDE EG 10 mg/ml, collyre en suspension
BRINZOLAMIDE MYLAN 10 mg/ml, collyre en suspension
BRISTOPEN 1 g/5 ml, poudre et solvant pour solution injectable (IV)
BROMAZEPAM ARROW 1,5 mg, comprimé
BROMAZEPAM ARROW 6 mg, comprimé quadrisécable
BROMAZEPAM BIOGARAN 6 mg, comprimé quadrisécable
BROMAZEPAM CRISTERS 6 mg, comprimé quadrisécable
BROMAZEPAM EG 6 mg, comprimé quadrisécable
BROMAZEPAM ISOMED 6 mg, comprimé quadrisécable
BROMAZEPAM MYLAN 6 mg, comprimé quadrisécable
BROMAZEPAM QUALIMED 6 mg, comprimé quadrisécable
BROMAZEPAM RATIOPHARM 6 mg, comprimé quadrisécable
BROMAZEPAM SANDOZ 6 mg, comprimé quadrisécable
BROMAZEPAM TEVA 6 mg, comprimé quadrisécable
BROMAZEPAM ZENTIVA 6 mg, comprimé quadrisécable
BROMAZEPAM ZYDUS 6 mg, comprimé quadrisécable
BROMHYDRATE DE SCOPOLAMINE RENAUDIN 0,025 %, solution injectable
BROMOCRIPTINE ZENTIVA 10 mg, gélule
BROMOCRIPTINE ZENTIVA 2,5 mg lNHIBITION DE LA LACTATION, comprimé sécable
BROMOCRIPTINE ZENTIVA 2,5 mg, comprimé sécable
BROMOCRIPTINE ZENTIVA 5 mg, gélule
BROMUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH
BROMUM LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH
BRONCALENE ADULTES SANS SUCRE, sirop édulcoré à la saccharine sodique
BRONCALENE ADULTES, sirop
BRONCALENE ENFANTS, sirop
BRONCATHIOL ENFANTS, solution buvable
BRONCATHIOL EXPECTORANT ADULTES, solution buvable
BRONCHODERMINE ADULTES, suppositoire
BRONCHODERMINE ENFANTS, suppositoire
BRONCHODERMINE NOURRISSONS, suppositoire
BRONCHODERMINE, pommade
BRONCHODUAL 100 microgrammes/40 microgrammes, poudre pour inhalation en gélule
BRONCHODUAL 50 microgrammes/20 microgrammes/dose, solution pour inhalation en flacon pressurisé
BRONCHOKOD 750 mg/10 ml ADULTES SANS SUCRE CARAMEL VANILLE, solution buvable en sachet dose édulcorée à la saccharine sodique, au sorbitol et au maltitol liquide
BRONCHOKOD ADULTES, sirop
BRONCHOKOD ENFANTS 2 POUR CENT, sirop
BRONCHOKOD SANS SUCRE ADULTES 5 POUR CENT, solution buvable édulcorée à la saccharine sodique
BRONCHOKOD SANS SUCRE ENFANTS 2 POUR CENT, solution buvable édulcorée à la saccharine sodique
BRONCHORECTINE AU CITRAL ADULTES, suppositoire
BRONCHORECTINE AU CITRAL ENFANTS, suppositoire
BRONCHORECTINE AU CITRAL NOURRISSONS, suppositoire
BRONCOCLAR ADULTE, sirop en flacon
BRONCOCLAR ENFANTS 2 POUR CENT, sirop en flacon
BRUFEN 400 mg, comprimé pelliculé
BRULEX, pommade
BRYONIA BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH
BRYONIA LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH
BRYONIA WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH
BUCCOBET 0,1 mg, comprimé à sucer
BUCCOLAM 10 mg, solution buccale
BUCCOLAM 2,5 mg, solution buccale
BUCCOLAM 5 mg, solution buccale
BUCCOLAM 7,5 mg, solution buccale
BUCCOSOIN, solution pour bain de bouche en flacon
BUDESONIDE ARROW 0,5 mg/2 ml, suspension pour inhalation par nébuliseur en récipient unidose
BUDESONIDE ARROW 1 mg/2 ml, suspension pour inhalation par nébuliseur en récipient unidose
BUDESONIDE BIOGARAN 0,5 mg/2 ml, suspension pour inhalation par nébuliseur en récipient unidose
BUDESONIDE BIOGARAN 1 mg/2 ml, suspension pour inhalation par nébuliseur en récipient unidose
BUDESONIDE CRISTERS 0,5 mg/2 ml, suspension pour inhalation par nébuliseur en récipient unidose
BUDESONIDE CRISTERS 1 mg/2 ml, suspension pour inhalation par nébuliseur en récipient unidose
BUDESONIDE EG 0,5 mg/2 ml, suspension pour inhalation par nébuliseur en récipient unidose
BUDESONIDE EG 1 mg/2 ml, suspension pour inhalation par nébuliseur en récipient unidose
BUDESONIDE EVOLUGEN 0,5 mg/2 ml, suspension pour inhalation par nébuliseur en récipient unidose
BUDESONIDE EVOLUGEN 1 mg/2 ml, suspension pour inhalation par nébuliseur en récipient unidose
BUDESONIDE ISOMED 1 mg/2 ml, suspension pour inhalation par nébuliseur en récipient unidose
BUDESONIDE MYLAN 0,50 mg/2 ml, suspension pour inhalation par nébuliseur en récipient unidose
BUDESONIDE MYLAN 1 mg/2 ml, suspension pour inhalation par nébuliseur en récipient unidose
BUDESONIDE SANDOZ 0,5 mg/2 ml, suspension pour inhalation par nébuliseur en récipient unidose
BUDESONIDE SANDOZ 1 mg/2 ml, suspension pour inhalation par nébuliseur en récipient unidose
BUDESONIDE SANDOZ 64 microgrammes/dose, suspension pour pulvérisation nasale
BUDESONIDE TEVA 0,5 mg/2 ml, suspension pour inhalation par nébuliseur en récipient unidose
BUDESONIDE TEVA 1 mg/2 ml, suspension pour inhalation par nébuliseur en récipient unidose
BUPIVACAINE AGUETTANT 2,5 mg/mL ADRENALINE, solution injectable
BUPIVACAINE AGUETTANT 2,5 mg/ml, solution injectable
BUPIVACAINE AGUETTANT 5 mg/mL ADRENALINE, solution injectable
BUPIVACAINE AGUETTANT 5 mg/ml, solution injectable
BUPIVACAINE B BRAUN 0,25 POUR CENT (2,5 mg/ml), solution injectable
BUPIVACAINE B BRAUN 0,50 POUR CENT (5 mg/ml), solution injectable
BUPIVACAINE MYLAN 2,5 mg/ml, solution injectable en flacon
BUPIVACAINE MYLAN 20 mg /4 ml, solution injectable pour voie intra rachidienne en ampoule
BUPIVACAINE MYLAN 5 mg/ml, solution injectable en flacon
BUPIVACAINE POUR RACHIANESTHESIE AGUETTANT 5 mg/ ml, solution injectable (voie intrarachidienne)
BUPRENORPHINE ARROW 0,4 mg, comprimé sublingual
BUPRENORPHINE ARROW 1 mg, comprimé sublingual
BUPRENORPHINE ARROW 2 mg, comprimé sublingual
BUPRENORPHINE ARROW 4 mg, comprimé sublingual
BUPRENORPHINE ARROW 6 mg, comprimé sublingual
BUPRENORPHINE ARROW 8 mg, comprimé sublingual
BUPRENORPHINE BIOGARAN 0,4 mg, comprimé sublingual
BUPRENORPHINE BIOGARAN 2 mg, comprimé sublingual
BUPRENORPHINE BIOGARAN 8 mg, comprimé sublingual
BUPRENORPHINE CRISTERS 0,4 mg, comprimé sublingual
BUPRENORPHINE CRISTERS 2 mg, comprimé sublingual
BUPRENORPHINE CRISTERS 8 mg, comprimé sublingual
BUPRENORPHINE EG 0,4 mg, comprimé sublingual
BUPRENORPHINE EG 2 mg, comprimé sublingual
BUPRENORPHINE EG 8 mg, comprimé sublingual
BUPRENORPHINE ETHYPHARM 1 mg, comprimé sublingual
BUPRENORPHINE ETHYPHARM 4 mg, comprimé sublingual
BUPRENORPHINE ETHYPHARM 6 mg, comprimé sublingual
BUPRENORPHINE MYLAN 0,4 mg, comprimé sublingual
BUPRENORPHINE MYLAN 1 mg, comprimé sublingual
BUPRENORPHINE MYLAN 2 mg, comprimé sublingual
BUPRENORPHINE MYLAN 4 mg, comprimé sublingual
BUPRENORPHINE MYLAN 6 mg, comprimé sublingual
BUPRENORPHINE MYLAN 8 mg, comprimé sublingual
BUPRENORPHINE SANDOZ 0,4 mg, comprimé sublingual
BUPRENORPHINE SANDOZ 1 mg, comprimé sublingual
BUPRENORPHINE SANDOZ 2 mg, comprimé sublingual
BUPRENORPHINE SANDOZ 4 mg, comprimé sublingual
BUPRENORPHINE SANDOZ 6 mg, comprimé sublingual
BUPRENORPHINE SANDOZ 8 mg, comprimé sublingual
BUPRENORPHINE TEVA 0,4 mg, comprimé sublingual
BUPRENORPHINE TEVA 2 mg, comprimé sublingual
BUPRENORPHINE TEVA 8 mg, comprimé sublingual
BURINEX 1 mg, comprimé
BURINEX 2 mg/4 ml IV, solution injectable en ampoule
BURINEX 5 mg, comprimé
BUSILVEX 6 mg/ml, solution à diluer pour perfusion
BUSPIRONE MYLAN 10 mg, comprimé sécable
BUSPIRONE SANDOZ 10 mg, comprimé sécable
BUSULFAN FRESENIUS KABI 6 mg/ml, solution à diluer pour perfusion
BUTAZOLIDINE 100 mg, comprimé enrobé
BUTIX, gel pour application locale
BUXUS SEMPERVIRENS BOIRON, degré de dilution compris entre 3CH et 30CH ou entre 5DH et 60DH
BUXUS SEMPERVIRENS LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH
BYDUREON 2 mg, poudre et solvant pour suspension injectable à libération prolongée en stylo prérempli
BYETTA 10 microgrammes, solution injectable, stylo prérempli
BYETTA 5 microgrammes, solution injectable, stylo prérempli
CABERGOLINE SANDOZ 0,5 mg, comprimé sécable
CABERGOLINE TEVA 0,5 mg, comprimé
CACIT 1000 mg, comprimé effervescent
CACIT 500 mg, comprimé effervescent
CACIT VITAMINE D3 1000 mg/880 UI, granulés effervescents pour solution buvable en sachet
CACIT VITAMINE D3 500 mg/440 UI, comprimé à sucer ou à croquer
CACTUS GRANDIFLORUS BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH
CACTUS GRANDIFLORUS LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH
CADENS 100 U.I./1 ml, solution injectable
CADITAR 35 g/100 g, solution pour application cutanée à diluer
CADMIUM SULFURICUM BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH
CADMIUM SULFURICUM LEHNING, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH
CADUET 10 mg/10 mg, comprimé pelliculé
CADUET 10 mg/10 mg, comprimé pelliculé
CADUET 5 mg/10 mg, comprimé pelliculé
CADUET 5 mg/10 mg, comprimé pelliculé
CADUET 5 mg/10 mg, comprimé pelliculé
CAELYX 2 mg/ml, solution à diluer pour perfusion
CALADIUM SEGUINUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH
CALADIUM SEGUINUM LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH
CALCAREA CARBONICA OSTREARUM BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH
CALCAREA CARBONICA OSTREARUM FERRIER, degré de dilution compris entre 6CH et 30CH ou entre 12DH et 60DH
CALCAREA CARBONICA OSTREARUM LEHNING, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH
CALCAREA CARBONICA OSTREARUM WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH
CALCAREA FLUORICA BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH
CALCAREA FLUORICA LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH
CALCAREA FLUORICA WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH
CALCAREA IODATA BOIRON, degré de dilution compris entre 3CH et 30CH ou entre 5DH et 60DH
CALCAREA IODATA LEHNING, degré de dilution compris entre 3CH et 30CH ou entre 5DH et 60DH
CALCAREA IODATA WELEDA, degré de dilution compris entre 3CH et 30CH ou entre 5DH et 60DH
CALCAREA PHOSPHORICA BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH
CALCAREA PHOSPHORICA LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH
CALCAREA PHOSPHORICA WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH
CALCAREA SILICICA BOIRON dégré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH
CALCAREA SULFURICA BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH
CALCAREA SULFURICA LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH
CALCIBRONAT 2 g, comprimé effervescent
CALCIDIA 1,54 g, granulé pour suspension buvable en sachet-dose
CALCIDOSE 500, poudre pour suspension buvable en sachet
CALCIDOSE VITAMINE D3 500 mg/400 UI, poudre pour solution buvable en sachet
CALCIFORTE 500 mg, solution buvable en ampoule édulcorée au cyclamate de sodium et à la saccharine sodique
CALCIFORTE VITAMINE D3, comprimé à croquer, à sucer ou dispersible
CALCIGAUROL 500 mg, comprimé à sucer
CALCIGAUROL VITAMINE D3 500 mg/400 UI, comprimé à croquer ou à sucer
CALCIPARINE 5 000 UI/0,2 ml, solution injectable en seringue préremplie (sous cutanée)
CALCIPARINE 7 500 UI/0,3 ml, solution injectable en seringue préremplie (sous cutanée)
CALCIPARINE SOUS CUTANEE 12 500 UI/0,5 ml, solution injectable
CALCIPARINE SOUS CUTANEE 20 000 UI/0,8 ml, solution injectable
CALCIPARINE SOUS CUTANEE 25 000 UI/1 ml, solution injectable
CALCIPRAT 1000 mg, comprimé à sucer
CALCIPRAT 500 mg, comprimé à sucer
CALCIPRAT 750 mg, comprimé à sucer
CALCIPRAT VITAMINE D3 1000 mg/800 UI, comprimé à sucer
CALCIPRAT VITAMINE D3 500 mg/400 UI, comprimé à sucer
